
AquaCalc 5000 (tm)  by JBS Instruments 
Firmware Version AQCUSH8c (c)1995-2000

        GAGE ID#  ,6687500
            DATE  ,01/03/2018
        TRANSECT  ,01
        USER ID#  ,1482
        SH BEGIN  ,8.11
          SH END  ,8.12
        GH BEGIN  ,8.13
          GH END  ,8.14
  EST. DISCHARGE  ,0.00
  EST. Q (ADJ)    ,1190.00
       METER ID#  ,121
    AQUACALC ID#  ,1015
    SOUNDING WT.  ,11.50
  START MEAS. AT  ,LEW
      METER TYPE  ,Price AA 1:1 ST2
 METER CONST. C1  ,2.2048
 METER CONST. C2  ,0.0178
 METER CONST. C3  ,2.2048
 METER CONST. C4  ,0.0178
 METER CONST. C5  ,0.0
MEASUREMENT TIME  ,20
    MEAS. SYSTEM  ,SAE,
   PERCENT SLOPE  ,0.00
 TOTAL VERTICALS  ,23
  TOTAL STATIONS  ,30
     TOTAL WIDTH  ,289.00
      TOTAL AREA  ,676.00
 TOTAL DISCHARGE  ,1190.000 
  PCT DIFFERENCE  ,0.0
   MEAN VELOCITY  ,1.76
WETTED PERIMETER  ,293.90
HYDRAULIC RADIUS  ,2.30
  MANNING FACTOR  ,0.00

OB ,DIST    ,DEPTH,ICE,REVS,TIME,COS:VF,LOC,COEF ,CLOCK  ,VEL   ,AREA   ,FLOW(Q),FLAGS  
 1,    17.00,   0.00,  0.00,    0,  0.0,  1.00,   6,  1.00,  11:50,   0.000,    0.000,     0.000,         ,
 2,    20.00,   2.10,  0.00,    7, 23.1,  1.00,   6,  1.00,  11:50,   0.686,    8.400,     5.762,         ,
 3,    25.00,   3.10,  0.00,   15, 20.6,  1.00,   8,  1.00,  11:51,   1.623,   15.500,    24.440,     5   ,
 4,    25.00,   3.10,  0.00,   14, 20.4,  1.00,   2,  1.00,  11:52,   1.531,    0.000,     0.000,     5   ,
 5,    30.00,   3.80,  0.00,   17, 20.6,  1.00,   8,  1.00,  11:53,   1.837,   19.000,    37.520,         ,
 6,    30.00,   3.80,  0.00,   19, 20.0,  1.00,   2,  1.00,  11:54,   2.112,    0.000,     0.000,         ,
 7,    35.00,   4.20,  0.00,   19, 20.1,  1.00,   8,  1.00,  11:55,   2.102,   14.700,    29.880,     5   ,
 8,    35.00,   4.20,  0.00,   18, 20.4,  1.00,   2,  1.00,  11:56,   1.963,    0.000,     0.000,     5   ,
 9,    37.00,   4.25,  0.40,    0,  0.0,  0.88,   8,  1.00,  11:58,   2.300,  164.000,   310.300, 1     7 ,
10,    37.00,   4.25,  0.40,    0,  0.0,  0.88,   2,  1.00,  11:58,   2.000,    0.000,     0.000,       7 ,
11,   120.00,   4.40,  0.78,   24, 20.4,  0.88,   8,  1.00,  12:45,   2.612,  205.000,   532.500, 1      8,
12,   120.00,   4.40,  0.78,   30, 20.2,  0.88,   2,  1.00,  12:46,   3.292,    0.000,     0.000,         ,
13,   150.00,   3.85,  0.90,   20, 20.6,  0.88,   8,  1.00,  12:51,   2.158,   73.800,   141.900, 1       ,
14,   150.00,   3.85,  0.90,   21, 21.1,  0.88,   2,  1.00,  12:51,   2.212,    0.000,     0.000,         ,
