15,   170.00,   4.10,  2.90,   12, 21.5,  0.88,   6,  1.00,  12:55,   1.248,   24.000,    26.360,         ,
16,   190.00,   4.05,  2.60,   10, 20.3,  0.88,   6,  1.00,  12:58,   1.104,   29.000,    28.170,         ,
17,   210.00,   2.80,  2.50,    0,  0.0,  0.88,   6,  1.00,   0:00,   0.000,    6.000,     0.000,    4    ,
18,   230.00,   3.08,  0.75,    0, 20.0,  0.88,   6,  1.00,  13:05,   0.000,   35.000,     0.000,    4    ,
19,   240.00,   2.85,  0.90,    2, 21.4,  0.88,   6,  1.00,  13:07,   0.224,   19.500,     3.843,    4    ,
20,   250.00,   0.00,  0.00,    0,  0.0,  1.00,   6,  1.00,  13:07,   0.000,    0.000,     0.000,         ,
21,   350.00,   0.00,  0.00,    0,  0.0,  1.00,   6,  1.00,  13:09,   0.000,    0.000,     0.000,         ,
22,   360.00,   3.30,  2.30,    4, 20.4,  0.88,   6,  1.00,  13:13,   0.450,   10.000,     3.960,         ,
23,   370.00,   3.60,  0.90,    9, 20.1,  0.88,   8,  1.00,  13:14,   1.005,   27.000,    23.380,     5   ,
24,   370.00,   3.60,  0.90,    9, 21.0,  0.88,   2,  1.00,  13:15,   0.963,    0.000,     0.000,     5   ,
25,   380.00,   3.02,  2.00,    7, 23.2,  0.88,   6,  1.00,  13:17,   0.683,   10.200,     6.130,         ,
26,   390.00,   0.00,  0.90,    0,  0.0,  0.88,   6,  1.00,  13:18,   0.000,    0.000,     0.000,         ,
27,   400.00,   0.00,  0.00,    0,  0.0,  0.88,   6,  1.00,  13:19,   0.000,    0.000,     0.000,         ,
28,   402.00,   3.25,  1.95,   10, 20.9,  0.88,   6,  1.00,  13:22,   1.073,    6.500,     6.137,         ,
29,   410.00,   3.40,  2.20,   10, 20.1,  0.88,   6,  1.00,  13:25,   1.115,    8.400,     8.242,         ,
30,   416.00,   0.00,  0.00,    0,  0.0,  0.88,   6,  1.00,  13:25,   0.000,    0.000,     0.000,         ,


1. USER EXCEEDED SINGLE SUBSECTION 05% EST. Q.
2. THE PRODUCT OF VELOCITY AND DEPTH EXCEEDED THE
   SELECTED SOUNDING WEIGHT.
3. INCORRECT METER USED FOR DEPTH OF STREAM.
4. INCORRECT METER USED FOR VELOCITY OF STREAM.
5. ABNORMAL VELOCITY PROFILE CALCULATED.
6. DEPTH ESTIMATED BY USER.
7. VELOCITY ESTIMATED BY USER.
8. TURBULENT VELOCITY MEASURED
